DateId,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20240728,74,34,52,1,746,360.37578498438813,206.15938321169688,179.464831803915
20240728,71,34,44,1,586,14.872471591356412,239.7446629290871,331.3828654795565
20240728,86,34,7,20,558,188.82838805868397,88.40470401572779,280.76690792558827
20240728,33,34,64,10,740,334.52953161292135,79.5656592465449,325.90480914053376
20240728,89,34,14,16,581,177.5410432964554,133.44195187604032,270.01700482750425
20240728,43,34,78,17,325,80.31137136628685,101.37062195419597,143.31800667951717
20240728,34,34,88,10,237,19.12824198896468,115.16205648493424,102.70970152610107
20240728,5,34,5,14,899,434.60898243797084,279.2676220344375,185.12339552759158
20240728,27,34,65,6,659,153.67657769416343,62.00302125836529,443.32040104747125
20240728,11,34,29,8,155,11.765678939894455,69.43657735888456,73.79774370122098
20240728,91,34,44,6,547,129.23004385750758,196.5512930879926,221.2186630544998
20240728,96,34,77,4,347,163.6442227359433,120.64094538365741,62.71483188039929
20240728,100,34,31,9,190,28.058651454074905,64.1611692374998,97.78017930842529
20240728,39,34,67,4,579,98.42731364251831,192.46003802321152,288.11264833427015
20240728,78,34,95,19,586,45.01958412141974,235.74421755228747,305.23619832629277
20240728,47,34,45,11,401,11.156356823266055,173.91907006939434,215.9245731073396
20240728,32,34,42,2,979,144.3108255938006,370.2940973166235,464.3950770895759
20240728,11,34,40,9,292,47.83787457155743,117.71225297134804,126.44987245709453
20240728,75,34,5,9,147,10.592669466907015,26.866106305131737,109.54122422796125
20240728,45,34,24,8,222,93.457150564124,41.824520117484205,86.7183293183918
20240728,3,34,91,9,453,122.59133002819009,149.15682632710693,181.251843644703
20240728,11,34,62,3,495,189.46265341439178,178.4405213450323,127.09682524057592
20240728,15,34,65,8,406,64.25555164531234,193.48488289285058,148.2595654618371
20240728,54,34,49,17,463,202.706402479063,210.59145157984034,49.70214594109666
20240728,33,34,73,14,789,154.26879118290424,100.3334119904986,534.3977968265972
20240728,94,34,32,2,987,483.25849654209424,401.8219337378798,101.91956972002595
20240728,20,34,77,7,268,100.82900937630504,115.65410357281323,51.516887050881735
20240728,45,34,92,11,489,100.64382954431122,80.17441767410007,308.1817527815887
20240728,16,34,85,1,641,210.12291916655764,226.51014003467034,204.36694079877202
20240728,7,34,51,4,959,424.2742197513149,366.35029190735696,168.37548834132815
20240728,56,34,80,19,699,201.83650056407797,309.87515377590995,187.28834566001206
20240728,94,34,27,12,463,82.56307027853,228.48723883858503,151.94969088288497
20240728,53,34,84,15,723,260.4799443266381,79.30923663574757,383.2108190376143
20240728,10,34,78,14,529,147.7646600999025,191.10995400589238,190.12538589420512
20240728,39,34,3,17,595,293.99428545493157,36.39006051919422,264.6156540258742
20240728,10,34,47,18,700,143.00894771163172,118.14027659128287,438.8507756970854
20240728,81,34,19,1,405,49.52640367480113,109.55987750678588,245.91371881841297
20240728,61,34,53,17,929,463.02496843680757,191.3269677523471,274.6480638108453
20240728,73,34,19,19,718,358.90860105439856,174.84364413719368,184.24775480840776
20240728,61,34,57,6,520,196.19860893970676,77.03154279784393,246.76984826244933
20240728,92,34,26,9,718,167.34140314107702,70.06037858836594,480.598218270557
20240728,42,34,94,9,871,174.34958817661706,73.25561505221967,623.3947967711633
20240728,39,34,22,2,190,30.00138997600255,60.25178089537923,99.74682912861823
20240728,72,34,14,1,133,41.92890638262776,51.698091594760044,39.3730020226122
